customer_id,name,address,telephone1,telephone2,email,website,sec,vat,withHoldingTax,businessNature,qualifyingSystem,certifyingBody,dateCertified,payment,status,remarks,businessStyle,tin,createdDate
1500109,Fujitsu Computer Products Corp.,SEPZ  Carmelray Industrial Park  Canlubang  Calamba  Laguna  Philippines,,,,,,Non-VAT,,,,,,COD,Active,Bo. Malamig  Binan,,004-872-011-000,18/02/2013
1500110,G2 Technologies Corporation,Panorama Compound Blk. 6  Lot 1 Calamba Premiere International Park  Calamba City  4025 Laguna  Philippines,049 545-6973,049 545-6972,sionny_g2@pacific.net.ph,,,VAT,,,,,,COD,Active,,,,
1500111,Perpetual Help University,Binan  Laguna  Philippines,049 411-1088,049 411-1088,marcialcagunot72@yahoo.com,,,VAT,,,,,,COD,Active,,,,
1500112,Wei Chang Painting Services Corporation,Bldg. B.  Phinma Compound Bancal  Carmona  Cavite,046 430-3375,046 972-0443,weichang@globlines.com.ph,,,VAT,,,,,,COD,Active,"Formely client name: Wei Chang Industrial Corporation
Bldg. B Phinma Compound Bancal  Carmona  Cavite",Wei Chang Painting Services Corporation,009-877-229-000,14/12/2023
1500113,Welcome Export  Inc.,3rd Flr  Fems Tower I Bldg. 1289 Zobel Roxas Avenue  Malate  Manila,02 521-0751 to 54,02 522-4787  526-0816,tools@fgc.com.ph,,,,,,,,,COD,Active,,,,
1500114,Yumex Philippines Corporation,PEZA Dr.  FCIE-SEZ  Dasmariñas  Cavite  Philippines,402-1242/402-01-50/402-10-12,-26.21393035,Julai_28@yahoo.com,,,Non-VAT,,,,,,COD,Active,,,,
1500115,CiNERGi Tech & Devices,Room 102  10th Flr. South Center Tower  2206 Market St.  Madrigal Bussiness Park  Alabang  Muntinlupa City 1770 Philippines,02 842 6567,02 842 185,,,,,,,,,,COD,Active,,,,
1500116,Sim Marketing Corporation ( Muntinlupa ),17th Flr. Tower 2 Insular Life Corporate Centre  Filinvest  Alabang  Muntinlupa City 1770 Philippines,02 771-1996 / 771-1997,02 771-2144,sales@sim-mktg.com,,,VAT,,,,,,Net 30 Days,Active,Follow up time in EXL: 11 PM   - Schedule of Releasing: Friday 10-4PM,,004-149-483-000,07/01/2015
1500117,DIGI Software (Phils)  Inc,32nd Flr. EXPORTBANK Plaza  Sen. Gil Puyat Avenue  Makati City,direct: +632886-1216 / trunk: +632 887-0401,+632 886-1211,willie@digi.com.ph,,,,,,,,,COD,Active,,,,
1500118,Kimberly Clark Philippines  Inc.,United San Pedro Subd.  San Pedro  Laguna 4023  Philippines,632 808-0064 to 67,632 847-5572,,,,,,,,,,COD,Potential,,,,
1500119,Kimbells Pack Inc.,#45 Congressional Ave  Proj 8  Quezon City,02 926- 0106 / 2776,02 920-3195,info@kimbellspack.net,,,,,,,,,COD,Active,"NOTE: for Cal documentation  instead of ""unknown"". must put ""n/a"".",,,27/03/2015
1500120,Xylem Water Systems International  Inc.,12 Ring Road  LISP II  Calamba  Laguna 4027  Philippines,049 545 6810,049 545 6817,Fidel.DeGuzman@fluids.ittind.com,,,Non-VAT,,,,,,Net 30 Days,Active,"Collection Schedule:  Tue at ITT  Daily (festival)
Citibank at Tel Nos. 6370766 / 6891076 / 9101597 :  for Alabang
(02) 437-9332 - Worklink  Alabang
Collections at LISP2 factory:  Friday 8am-5pm
Collection now at EXL Makati office (begins March 2009)
Formerly:  ITT Water Technology International  Inc.",,246-534-865-000,09/05/2012
1500121,GMV Materials Incorporated,Warehouse I  LZP Complex  Calamba Premiere International Park  Brgy. Batino  Calamba City 4025  Laguna  Philippines,049 502-4356,,,,,Non-VAT,,,,,,COD,Active,Collection Schedule: Friday (3-5PM),,,
1500122,Zolberg Corporation,South Coast Industrial Estate  Inc. Bo. Bancal  Carmona  Cavite  Philippines,420-8455,420-8455,,,,VAT,,,,,,COD,Active,"Bo. Bancal  Carmona
Subcontractor of Uniliver
every Tuesday  Wednesday and Friday
A-Best Express  Inc.
Ground Floor Baron Bldg #769 JP Rizal Avenue  Makati City
Tel # 8900654",,213-405-261-000,17/02/2012
1500123,RS Components Corporation,Unit 21 B1 Multinational Bancorporation Centre 6805 Ayala Avenue  Makati City  Philippines,632 888-4030,632 8884034-36,,,,VAT,,,,,,Net 15 Day from Inv. date,Active,,Other Wholesaling,008-449-129-000,22/04/2014
1500124,Cummex Asia Inc.,No . 504 Calbayog St.  Mandaluyong City  Metro Manila  Philippines,02 531-5127 / 531-88-89,02 531-5196,,,,,,,,,,COD,Active,,,,
1500125,Mida Food Distributors  Inc.,2219 Singalong St.  Malate  Manila,02 524-0006 ext. 253,02 521-8367,,,,,,,,,,COD,Active,,,,
1500126,Aries Technologies Inc.,Blk 2 Lot 2 Greenway Business Park  Bulihan  Silang  Cavite,972-4117,02 6800-6505  972-3267,ariestechnologiesph@gmail.com,,,,,,,,,COD,Active,,Manufacturing,206-070-583-000,06/03/2012
1500127,Sudo Gasket Industry  Inc.,Lot-2 Blk 7 Phase I  FCIE  Brgy Langkaan   Dasmariñas  Cavite  Philippines,046 430-0440/43,046 402-0442,,,,VAT,,,,,,COD,Active,"Brgy  langkaan  Dasmarinas City 
Non-VAT",,230-919-194-000,24/01/2013
1500128,Taiyo Yuden  ( Philippines)  Inc.,Mactan Economic Zone (MEZ)   Lapulapu City  Cebu  Philippines,,,,,,,,,,,,COD,Active,,,,
1500129,PSI Technologies  Inc. course through Ginza Marketing,FTI Special Economic Zone Electronics Ave. Taguig  Metro Manila  1604 Philippines,,,,,,,,,,,,COD,Potential,,,,
1500130,SunPower Phils. Mfg. Ltd. - Modco,Lot 1 Blk 3 East Main Ave. Ext. Laguna Technopark - SEZ Phase V  Brgy. Loma  Biñan  Laguna  Philippines,02 841-2467,02 841-9785,Malou.Lucido@sunpowercorp.com,,,Non-VAT,,,,,,COD,Active,"collections are at RPX Business Center - Mon  Wed
Address:  1012E Services Atbp.  Lower Level
Festival Supermall  Filinvest Corporate City
Alabang  Muntinlupa City
Tel. No.:   (02) 842-1654/(02) 842-9721
Schedule of  Check Releasing
Mondays        -     10:00am – 4:30pm
Wednesdays   -     10:00am – 4:30pm",,,
1500131,Bridgestone Precision Molding Phils.  Inc.,L1 B7A Phase II Cavite Economic Processing Zone  Rosario  Cavite  Philippines 4108,046 437-2636,046 437-2638,,,,Non-VAT,,,,,,COD,Active,,,,
1500132,Asia Brewery  Inc.,Km# 43 Old National Highway Barrio Sala  Cabuyao  Laguna  Philippines,049 531-4005,,,,,VAT,,,,,,COD,Active,"Asia Brewery requires 3 copies of invoice

Main Entrance Guard
-	leave the license 
-	visitor slip/visitors pass will be issued


Asia Gate Guard 
1.	give DR for stamping
o	log in 
2.	go to Material's Department
o	receive DR
o	receive invoice
o	gatepass
o	go to the person issuing the gatepass for the glass plant ( end user )
3.	Go to Store Room and ask for the end-user ( end user will be testing the equipment )
Note: Give the calibration reports and certificates to the end user
4.	Go back to Materials Department to surrender the returnable gatepass and copy of invoice with dr.
- will issue a gate pass to be surrender at the Asia Gate Guard 
5.	Purchasing
a.	Bring original invoice 
b.	Take pmt
6.	Gate pass will be issued to the Asia Gate Guard ( Material's Department Guard )
7.	Surrender all the gate pass to the Main Entrance Guard and get license. ",Asia Brewery  Inc.,000-422-431-000,30/06/2017
1500133,Benami Mfg. Corporation,,,,,,,,,,,,,COD,Active,,,,
1500134,First  Balfour,Ortigas Pasig  City,,,,,,,,,,,,COD,Active,,,,
1500135,Bureau of Product Standards Laboratory Accreditation Scheme (BPSLAS),3F DTI Bldg.  361 Sen. Gil Puyat Ave.  Makati City  Philippines,02751-4707,02 751-4706,,,,,,,,,,COD,Active,,,,
1500136,UNI-FAB METAL INDUSTRIES  INC.,29 South Coast Industrial Estate  Bancal  Carmona  Cavite,520-8008 to 10/430-1864,430-1865,,,,VAT,,,,,,COD,Active,email final billing (inv.) to customer upon completion of ALL work.  No pmt no release of equipment.,,005-065-437-000,01/03/2012
1500137,Pythos Technology Phils.  Inc.,Bldg. A Unit 2 Blk 1 Lot 6-7  Phase I Vital Compound  FCIE  Governor's. Dr  Langkaan Dasmariñas  Cavite,6700-1958 to 57,02 807-3122,marlon.bacabac@pythosinc.com,,,Non-VAT,,,,,,COD,Active,,,,
1500138,Longhapros Marketing,0007 Sudlonon  San Miguel  Iligan City  Philippines,063 223-9343,063 351-6790,,,,,,,,,,COD,Active,,,,
1500139,Total Deionization Solutions  Inc.,Bldg. No. 11  Don Onofre Industrial Village Cabuyao  Laguna 4025 Philippines,02 520-8984 / 049 531-1505,049 832-0344,bmw_tds@yahoo.com,www.tds.com.ph,,,,,,,,Net 30 Days,Active,,,006-581-379-000,24/02/2012
1500140,Lionapex Equipment (Phils.)   Inc.,6th Floor Electra House Building 115-117 Esteban corner Rufino St.  Legaspi Village Makati City 1229 Phils.,632 8127977,63 2 8404459,,,,,,,,,,COD,Active,,,,
1500141,TSTC Corporation,No. 50 Apo St.  Mandaluyong City  Philippines,02 533-8987 / 747-0148,02 533-8987,,,,,,,,,,COD,Active,,,,
1500142,Maritess Defiesta,Bacolod City,,,,,,,,,,,,COD,Active,,,,
1500143,Atmel - TSPIC Corporation,FTI-SEZ  Vishay Bldg. Bagsakan Rd.  1630 FTI Complex Taguig  Metro Manila,02 838-5020,,,,,Non-VAT,,,,,,Net 15 Days,Active,"Taguig  Metro Manila
collect from B of A  makati  m-f 9am-3pm
Bank of America
Philamlife Building
27th floor Paseo de Roxas
Makati City",,201-691-712-000,04/01/2013
1500144,Orient Semiconductor Electronics Phils  Inc.,6 Ring Road  LISP II  Brgy. Lamesa  Calamba  Laguna 4027  Philippines,63 49 -545-7188 ext. 2172,63 49 -545-7261,pureza_palima@ose.com.ph,,,Non-VAT,,,,,,COD,Active,,,,
1500145,YYD System Interiors  Inc.,#6 Fifth Street  Golden Mile Business Center  Carmona  Cavite  Philippines,046 430-3214 to 18,046 430-1476,YYD_doors@yahoo.com,,,Non-VAT,,,,,,COD,Active,,,,
1500146,Littelfuse  Inc.,Lima Technology Center  SEZ  4233 Malvar  Batangas  Philippines,043 981-0333,043 981-0984,JPalces@littelfuse.com,,,Non-VAT,,,,,,COD,Active,,,,
1500147,SunPower Phils. Mfg. Ltd. - Fab2,3rd St.  First Industrial Park  Brgy. Anastacia  Sto. Tomas  Batangas  Philippines,043 405-5289,043 405-5289,Abraham.FabroJr@sunpowercorp.com,,,Non-VAT,,,,,39315,Net 30 Days,Active,"Collections are at RPX Business Center - Mon  Wed
Address:  1012E Services Atbp.  Lower Level
Festival Supermall  Filinvest Corporate City
Alabang  Muntinlupa City
Tel. No.:   (02) 842-1654/(02) 842-9721
Schedule of  Check Releasing
Mondays        -     10:00am – 4:30pm
Wednesdays   -     10:00am – 4:30pm",,,
1500148,3Glovision  Inc.,888 Marcos Alvares Ave. Talon 1  Warehouse #4 Las Piñas M/M Philippines,02 805-4441,02 805-9671,,,,VAT,,,,,,COD,Active,,,207-359-381-000,28/02/2017
1500149,Colgate-Palmolive Philippines Inc.,1049 Jose Rizal Avenue Makati M.M.,632 895-9444,632 895-9457,,,,,,,,,,COD,Active,,,,
1500150,Manila Pavilion Hotel,U.N Ave.  Ermita  Manila Philipines,02 526-1212,02 523-2184,wp.purchasing@waterfronthotels.net,www.manilapavilion.com.ph,,VAT,,,,,,COD,Active,"For Pick-Ups & Deliveries
U.N. Ave. cor. Orosa Sts.  (infront of Philamlife).
Baba po ng WHO Building kung galing ng Taft Ave.
Look for Jo - Purchasing loc. 2357",,,
1500151,Unilever Philippines  Inc.,1351 U.N. Ave.  Paco  Manila  Philippines,02 562-3951,02 564-7261,,,,VAT,,,,,,COD,Active,"Zolberg will bring pmt to pmsi facility.
Every 5th & 20th of the month Unilever will release the cheques to ABest.

Address for invoices:
7th Flr. Bonifacio Stopover Corporate Center  31st St. Cor. 2nd Ave.  Bonifacio Global City Fort Bonifacio  Taguig City  Philippines

A-Best office hrs  10-5pm",,000-342-744,17/11/2014
1500152,Partes Fuertes Enterprises,375-National Highway Brgy. Real  Calamba City  Laguna  Philippines,049 545-1528,,partes_fuertes@yahoo.com,,,,,,,,,,Active,note: Telefax no.,,,
1500153,Power Build Construction and Development Corp.,Blk 5H Lot 26B Jade Heights Victoria Homes Tunasan  Muntinlupa City 1770,0917-533-6230,049 541-3389,francisdelmendo@yahoo.com,,,VAT,,,,,,COD,Active,"cell phone #: 0917-533-6230
Invoice address: Blk 5H Lot 26B Jade Heights Victoria Homes Tunasan  Muntinlupa City 1770

Certificate address: Purok 1  Brgy. Putingkahoy  Silang  Cavite

Prior address: Block 08  Lot 17  Phase 1  Laguna Bel-Air 4  Sta. Rosa City  Laguna",,219-870-484-000,07/03/2013
1500154,Allkey International  Inc.,Buildings 07 & 08  Berthaphil VI Industrial Park   Panday Pira Avenue  Clark Freeport Zone  Pampanga  2023 Philippines,046430-0471 to 74,046430-0475,,,,Non-VAT,,,,,,COD,Active,"Brgy. Mabuhay  Carmona
Sales Office:
Allkey International  Inc.
Block 1 Lot 37 Sugar Rd.  Cityland

Formally:
Bldg. 5193 Gil Puyat Avenue.  CSEZ  Clark Field  Pampanga  Philippines.
email final billing (inv.) to customer upon completion of ALL work.  No pmt no release of equipment.
Carmona  Cavite 4116 
Philippines",,003-944-543-000,24/01/2013
1500155,Philippine Haruna Technology Corporation,Lot 4  Block 8  Phase II  PEZA  Rosario  Cavite,046 437-8569  437-8557  437-8570,046 437-2884,qa@haruna.com.ph,,,Non-VAT,,,,,,COD,Active,PEZA  Rosario,,216-365-385,13/12/2012
1500156,Nakashima Philippines Corporation,2nd St.  North Drive  Cavite Economic Zone Rosario Cavite,046 437-2207 to 09,046 437-2206,,,,Non-VAT,,,,,,COD,Active,"rosario
Formerly: Mikado Philippines",,000-478-314-000,24/01/2013
1500157,House Technology Industries Pte.  Ltd.,Blk 25D Phase 4  Expansion Area  PEZA Rosario  Cavite,437-1970,437-2184,htimc2@hrd-s.com,,,Non-VAT,,,,,,COD,Active,,,004-692-492-000,15/11/2012
1500158,Philippine Nakamura Corporation,Lot 3 Blk 3  Phase II  PEZA  Rosario  Cavite,437-2511,437-2504,,,,Non-VAT,,,,,,COD,Active,,Philippine Nakamura Corporation,005-063-476-000,18/11/2014
1500159,Sunmec Corporation,134 East Main Ave.  Laguna  Technopark  Biñan  Laguna,049 541-2544 to 25 / 0920-4064571,049 541-2541,sunmec_purch@info.com.ph,,,Non-VAT,,,,,,COD,Active,,,,
1500160,Fujihiro Philippines  Inc.,Gateway Business Park - SEZ Javalera Gen. Trias  Cavite 4107 Philippines,046 433-0142,046 433-0143,ethey@fujihirosyoukai.co.jp,,,Non-VAT,,,,,,COD,Active,,,,
1500161,Taihei Alltech Construction (Phil.) Inc.,Brgy. Dita  Sta. Rosa Laguna,,,,,,,,,,,,COD,Active,,,,
1500162,3M Philippines  Inc,18th Floor Bonifacio Stopover Corporation Center 31st Street Corner 2nd Avenue Bonifacio Global City Fort Bonifacio 1635 City of Taguig NCR  Fourth District Philippines,632 721-43674,,,,,VAT,,,,,,Net 60 Days,Active,"Realising payment:
Abest Express- Ayala  (02) 8891-1511 
Formely address: 10th and 11th Floors  The Finance Center 26th Street  corner 9th Ave.  1634 Taguig City  Philippines

(046) 430-1690 to 92 / 0917-532-7795
previous address:
9F Three World Square Bldg.  22 Upper Mc Kinley Hill  Fort Bonifacio  1634 Taguig  Philippines
Taguig Office: 02-878-3674 (call after 10am)
EXL Makati Tel. (02) 8519-7519 (Ayala Madrigal Building)
Ship To:
3M Philippines  Inc. (Carmona)
5th St. Golden Mile Business Park  Maduya  Carmona  Cavite

Bill To:
3M Philippines  Inc
9F Three World Square Bldg.  22 Upper Mc Kinley Hill  Fort Bonifacio  1634 Taguig  Philippines

Cal docs:
9th Fl. Three World Square.  Upper McKinley Hill  Fort Bonifacio  1634 Taguig  Philippines

5th St. Golden Mile Business Park  Maduya  Carmona  Cavite",3M Philippines  Inc.,000-089-206-00000,07/11/2012
1500163,Sensing Technology Corporation,457-B Boni Avenue  New Zaniga  Mandaluyong City 1550,532-0088,531-7387,,,,,,,,,,COD,Active,,,,
1500164,Sonic Steel Industries  Inc.,Km. 41 Puerto Azul Rd. Brgy Hugo Perez  Trece Martirez City  Cavite Philippines,046 419-1438 Loc. 110,046 419-1441,,,,,,,,,,COD,Active,,,,
1500165,Hydrau King Industrial and Engineering Services,4659 Katrina Bldg. Arellano St. Palanan  Makati City,02 832-0586,,,,,,,,,,,COD,Active,,,,
1500166,International Flavors & Fragrances (Phils.)  Inc.,Plant: 10B Mesco Compound  Reliance St. Kapitolyo Pasig City,02 631-1341,02 631-1341 loc.113,,,,VAT,,,,,,Net 15 Days,Active,"MUST EMAIL SCANNED COPY OF INVOICE:  APACInvoices@iff.com
Invoice must be issued to:
28/F Wynsum Corporate Plaza  22 F. Ortigas Jr. Rd.  Ortigas Ctr  San Antonio  Pasig City

EXL Makati Tel. (02) 8519-7519 (Ayala Madrigal Building)
Payment terms:  15 days

Mr. Husada's mobile nos. 09273824641  09178578928",International Flavors  & Fragrances (Philippines) Inc.,000-280-761-000,31/10/2012
1500167,Sinag Precision Manufacturing Laguna  Inc.,Lot 3 Block 2  Phase 5  East main Avenue  Laguna Technopark Biñan  Laguna,049 502-3426,049 502-3425,sinag_laguna@sinag.com.ph  admin@sinag.com.ph,,,Non-VAT,,,,,,COD,Active,,Manufacturer,245-411-376-000,19/11/2012
1500168,GA&P Tec  Inc.,Lot 4 & 5  Blk 10 Main Ave.  PEZA  Rosario  Cavite,046 437-1582,046 437-1831,plata_teng@yahoo.com,,,Non-VAT,,,,,,COD,Active,,,239-652-942-000,13/10/2014
1500169,Arkray Industry West  Inc.,Main Avenue  Cor. 3rd St.  Cavite Economic Zone  Rosario  Cavite 4106  Philippines,437-0628,437-1776 / 437-2284,,,,Non-VAT,,,,,,COD,Active,"Formerlly MD Tech Phils.  Inc.  HDK Philippines  Inc.
Provide due dates

no due date on the calibration certificate & report.  pls make sure the guys understand this request and we implemented per customer request.  ty

they want:
cal sticker:  cal date & cal due date
Cal Cert & Report:  Cal date & Date received.",Manufacturing,234-978-181-000,20/03/2013
1500170,E-Wha Foam Phils. Inc.,Lot 36  DBP Avenue FTI Complex Taguig City,02 838-4633,02 838-4441,bordspole@yahoo.com,,,VAT,,,,,,COD,Active,,,,
1500171,Alcami Industries (Philippines)  Inc.,Lot 1-A Block 9 Millenium Drive  Light Industry and Science Park III Brgy. San Rafael Sto. Tomas  Batangas 4224 Philippines,+63 49 502-3171 / +63 49 543-9390 to 94,,,,,Non-VAT,,,,,,COD,Active,"Bo. Malamig  Binan
Formerly 
Company Name:Vitalo Packaging International  Inc. ( Nov. 30  2021)
address: Unit 1 Maplehaus Bldg.  No. 118 East Main Avenue  LagunaTechnopark Inc. Phase V 4024 Biñan City  Laguna  Philippines
49-502-3171 to 76 ext. 1211/ 49-502-3577",,004-149-160-000,24/01/2013
1500172,MB Century,201A  Cacho Gonzales Building  Aguirre St.  Legaspi Village Makati City 1229  Philippines,02 812-7158,02 812-7224,ssandroussi@mbcentury.com,,,,,,,,,COD,Active,,,,
1500173,ROHM Electronics Philippines  Inc.,People's Technology Complex  SEZ  Carmona  Cavite  Philippines,430-2011 local 2047,046 430-2891,imp@adm.rohmphil.com,,,Non-VAT,,,,,,COD,Active,,,,
1500174,Gunma Gohkin Philippines Corp.,Lot 1  Block 7  Circuit St.  LISP-I  Cabuyao  Laguna  Philippines,049 543-0111,049 543-0141,lileth@ggpc.biz,,,Non-VAT,,,,,,COD,Active,"collection schedule:  1pm to 4pm (Tuesday to Friday)
Cell # 0917-127-9741 (Ms. Lorraine - collections)",,004-670-295-000,21/11/2013
1500175,Leighton Contractors (Asia) Ltd.,7/F L.V. Locsin Building 6752 Ayala Avenue Makati City 1226 Philippines,02-841-0998,02-8110158,,,,,,,,,,COD,Potential,,,,
1500176,Sumisetsu Philippines  Inc.,8th Floor G.C. Corporate Plaza 150 Legaspi st.  Legaspi Village  Makati City 1229,817-5571,813-5359 / 813-4923,,,,169334000,,,,,,COD,Active,,,,
1500177,First Philec Solar Corporation,Lot 19 Phase 18  First Philippine Industrial Park  Brgy. Ulango  Tanauan City  Batangas,02 214-6700  043 405-6070,,,,,Non-VAT,,,,,,COD,Active,,,,
1500178,Cellpak Packaging Industries,No4 Trinidad St. Victoria Village  Canumay East Valenzuela City,02 443-8544,02 443-8544,cellpakpackaging@yahoo.com,,,,,,,,,COD,Active,,,,
1500179,Amelco Desiccants Inc.,Lot 4  Phase 5 East Main Ave.  Laguna Technopark SEZ  Biñan  Laguna  Philippines,049 544-0217 to 19,049 544-0216,,,,,,,,,,COD,Active,,,,
1500180,Global Steel Philippines (SPV-AMC)  Inc.,Suarez  Iligan City - 9200 Mindanao  Philippines,,,,,,,,,,,,COD,Active,,,,
1500181,Cerebos CPL Packaging Inc.,Lot No. B1-2  Carlmeray Industrial Park II Brgy Tulo  Calamba City  Philippines 4027,049 545-7233,049 545-7024,,,,Non-VAT,,,,,,COD,Active,,,,
1500182,Temic Automotive (Phils.)  Inc.,TEMIC Building  Bagsakan Road  FTI Special Economic Zone  1630 Taguig City,02-581-5000,02-838-4192,,www.contiautomotive.com,,Non-VAT,,,,,,COD,Active,"New Collection Center:  Secure Track (02) 887-0451  (Tuesday/Friday)
G/F JM 11 Building  Pres. Sergio Osmenia H-Way corner Rockfeller St.  San Isidro  Makati City
Collection Days:  Tuesday and Friday
Formerly: Deutsche Bank
23 Flr.  Ayala Tower One  Ayala Triangle  Makati City  Metro Manila 
Collection:  Schedule: Tuesdays & Fridays  9am-5pm.
Release of BIR 2307 Form:  Thursdays only",,004-642-040-000,12/08/2013
1500183,STT (Philippines)  Inc.,B5 L5 Greenfield Automotive Park.  Brgy. Don Jose  Sta. Rosa  Laguna 4026,049 576-8719,049 576-8719,,,,Non-VAT,,,,,,COD,Active,"Former Address:
Unit 3 Lot No. C2-6a  Carmelray Industrial Park II  Punta Calamba City  Laguna 4027 Phils

STT Philippines Inc.
Lot 5   Block 5 Greenfield Automotive Park.  Brgy. Don Jose  Sta. Rosa  Laguna
005-241-447-001",,005-241-447-00000,16/12/2014
1500184,Mitsubishi Motors Philippines Corp.,Ortigas Ave. Ext. Cainta  Rizal  Philippines,02 658-0109 to 10,02 658-0966,,,,Vat,,,,,,COD,Active,,,,
1500185,Locator's Association Inc.,LISP 1  Brgy. Diezmo  Cabuyao  Laguna,,,,,,,,,,,,COD,Active,,,,
1500186,Pro Board Technology Services Corporation,Peoples Technology Complex - SEPZ  Carmona  Cavite,046 420-8429,046 430-890,sales@pbts-tech.com,,,,,,,,,COD,Active,,,,
1500187,Hawker Pacific Asia Pte Ltd.,HPPL Hangar Gen Aviation Area  Pasay Metro Manila,02 854-1335,,,,,,,,,,,COD,Active,,,,
1500188,International Elevator & Equipment  Inc.,Km. 23 West Service Road  South Superhighway Cupang  Muntinlupa City  Philippines,02 807-0420,02 842-3160 / 809-3706,,,,VAT,,,,,,COD,Active,Bo. Cupang  Muntinlupa,,000-407-656-000,04/01/2013
1500189,Adampak & Print (Phils.)  Inc.,C2-5B San Juan River Drive  Carmelray Industrial Park 2  Calamba  Laguna,049 5456-090,049 545-6074,inquiry@adampak.com.ph,,,Non-VAT,,,,,,COD,Active,"Brgy. Punta-Tulo  Calamba City

Carmelray Industrial Park 2 requires locator to request entry for on-site calibrations.    provide name of person  plate # and list of equipt that will used for the cal.",,205-753-726-000,24/01/2013
1500190,TFT Express Printing Co.  Inc.,Mountview Industrial Complex II  Brgy. Bancal  Carmona  Cavite,02 529-8337 / 046 430-2980 to 81,046 430-2979 / 02 529-8338,,,,,,,,,,COD,Active,,,,
1500191,Advantek  LLC - Philippine Branch,C3-12 Carmelray Industrial Park II  Punta 4027 City of Calamba  Laguna  Philippines,,,,,,Non-VAT,,,,,,COD,Active,"Formely-Advantek Inc. - Philippine Branch
Advantek  LLC - Phil. Branch",,218-085-918-00000,22/01/2013
1500192,BELFER International Company,#56 Blk 6 Lot 8 Dama de Noche St.  Phase I Mesa Homes  Brgy.  Don Jose  Sta. Rosa Laguna 4026,049 544-0918 / 544-0919,049 541-1826,,,,VAT,,,,,,COD,Active,,,,
1500193,Techsonics Repair Shop,E. Rodriguez St.  Tunasan  Muntinlupa City,520-9533 / 0919-627-0054,,,,,,,,,,,COD,Active,,,,
1500194,AM-Europharma Corporation,Brgy.  Saimsim  Calamba  Laguna  Philippines,02-698-7036 / 049-245-8367 / 0922-8330095,,,,,,,,,,,COD,Active,,,,
1500195,Philippine Softwood Products  Inc.,Buhang Magallanes  Agusan del Norte,,,,,,,,,,,,COD,Active,,,,
1500196,Xander R&M Engineering,Canlubang  Laguna,,,,,,,,,,,,COD,Active,,,,
1500197,Daiho (Phils.)  Inc,102 North Science Ave.  Laguna Technopark  SEZ  Biñan  Laguna  Philippines,02 844-2695  049 541-2807,02 843-3004  049 541-2833,,,,Non-VAT,2% Svc  1% Sales,,,,,COD,Active,"Must have P.O.  Release Equipt & Docs  Pmt to follow.
Formely: 102 North Science Avenue  Laguna Special Economic Zone  Biñan  Laguna
 102 North Science Avenue  Laguna Technopark Special Economic Zone  Brgy. Malamig  Biñan  Laguna  Philippines
Formely: 005-242-167-000",Daiho (Phils.)  Inc.,005-242-167-00000,10/02/2012
1500198,Philippine Bio Industries,Carmelray  Canlubang   Laguna  Philippines,,,,,,,,,,,,COD,Active,,,,
1500199,L & K Industries Philippines  Inc.,Phase 1  Lot C-2  D  CPIP M.A  Roxas Highway Clark Freeport Zone  Pampanga  Philippines,045 599-5136,045 599-5135,,,,Non-VAT,,,,,,COD,Active,"Marijane Manabat - 0920-950-5955
Air21 email add of Team Leader: rdedaliz@af2100.com
Fax # of Air21 (02) 793-2163",,005-313-020-000,03/03/2015
1500200,AMD Air Compressors & Generators  Inc.,704 Laurel Street  Severina Km.  18 South Superhighway 1700 Parañaque  Metro Manila,02 822-1262,02 824-0697,,,,,,,,,,COD,Active,,,,
1500201,Imaginatech  Inc.,241 Pasadena Drive  Santolan Road San Juan City  Metro Manila  Philippines 1500,632-7241455,632-7226776,jasmin.deguzman@imaginatechinc.com,,,,,,,,,COD,Active,,,,
1500202,Ms. Nelie Bedoya,Lot 4 Blk 2  Greenheights Subd.  Zone 8  del Carmen  Iligan City,,,,,,,,,,,,COD,Potential,,,,25/02/2014
1500203,Rockford Metal Parts Corp.,4th St. Lot 3 Block 3 Meridian Industrial Complex Macabling  Sta. Rosa  Laguna,02 520-8517,049 534-3072,,,,VAT,,,,,,COD,Active,"Balibago  Sta. Rosa
email final billing (inv.) to customer upon completion of ALL work.  No pmt no release of equipment.
Formely: New Rockford Manufacturing Corporation
4th St. Lot 2 Block 3 Meridian Industrial Complex Sta. Rosa  Laguna
tin #: 002-924-390-000",Metal Products,010-612-649-00000,04/01/2013
1500204,Cross-Link Electric and Construction Corporation,101 Mezz. C. Excelsior Bldg.  161 Roxas Blvd.  Tambo  Parañaque City,879-8041,879-8031,,,,VAT,,,,,,COD,Active,,Construction,000-419-996-000,04/01/2013
1500205,Newton Food Produtcs Mfg. Co.  Inc.,84 R. Delfin St.  Marulas  Valenzuela  Metro Manila  Philippines,,02 291-6792,,,,VAT,0.02,,,,,COD,Active,,,005-366-377-000,16/04/2015
1500206,Tokai Precision Philippines  Inc.,Unit 2  Lot3  Blk2  Phase-5B 121 East Main Ave. Laguna Technopark - Biñan  Laguna,049 502-3491,049 502-3490,,,,Non-VAT,,,,,,COD,Active,,,,
1500207,Procter and Gamble Philippines  Inc.,6750 Ayala Ave. Office Tower Ayala Center  Makati City,,,,,,,,,,,,COD,Potential,,,,
